Date,Open,High,Low,Close,Shares Traded,Turnover (₹ Cr),Prev Close,Prev High,Prev Low,Rolling_Mean_7,Rolling_Std_7,Daily Return,Volatility,7-day MA,30-day MA
2023-09-05,-1.2797178982419635,-1.3068657313718366,-1.2512780052004449,-1.2691572263918691,-0.034146499182760956,-0.5063798256328996,-1.2874245886955962,-1.3218884500182355,-1.2984134867775146,-1.3586826662127522,-0.5539564570305815,0.16949647560746375,,-1.406755992537361,
2023-09-06,-1.2695565471718993,-1.2768157138067016,-1.2725768731263796,-1.2469755335959294,1.9028088137280723,0.26095549500299603,-1.2590878219100083,-1.2963672698049424,-1.240554331099032,-1.3315909343524714,-0.3824699954526174,0.10768374839700544,,-1.379382837045987,
2023-09-07,-1.258842615076876,-1.2156511537626888,-1.2361666916062786,-1.1757977641815676,-0.025146346797387885,-0.5461378836373088,-1.236867125179013,-1.2662778592432058,-1.2618856129288274,-1.2974464696734798,-0.06808274498955602,0.5970579289428531,,-1.3448836863217752,
2023-09-08,-1.1506902289142251,-1.1364809151776227,-1.1254747648671144,-1.1187941885040307,-0.18116748207312788,-0.551587642733085,-1.165564197909425,-1.205033117705098,-1.225420020194973,-1.255476491627634,0.19844197035771316,0.45201648151442964,,-1.3024777323228427,
2023-09-11,-1.079959857719575,-1.0507106221273408,-1.0400927337362875,-1.0105548908773647,-0.5456455096704463,-0.6971168645975232,-1.1084603880530037,-1.125759093725139,-1.1145596357948682,-1.1895192277166446,0.25406526342039426,0.9561350805286863,,-1.2358353172076955,
2023-09-12,-0.9447923992256322,-0.9885423671646559,-1.0094348012180792,-1.0124877354778397,0.18924129565191736,0.04447613485740905,-1.0000307641706312,-1.0398763631744352,-1.0290476651311922,-1.139963564749922,0.27512470835840935,-0.13341166244802555,,-1.18576487967118,
2023-09-13,-1.018868955515863,-0.99672400150172,-0.9911208841255619,-0.9653631433138489,-0.5212595726879656,-0.47897974860996984,-1.0019670074542435,-0.9776266109596716,-0.998343075519251,-1.091891285134234,0.3292722751822817,0.34760895655737806,,-1.137193234582877,
2023-09-14,-0.9338635745097927,-0.9536867799889013,-0.9293386205214259,-0.945052934972338,-0.30147049508616813,-0.6990817129151327,-0.9547595521585166,-0.9858189707178753,-0.9800012872013704,-1.044973735073248,0.19553390708516996,0.08392342437787963,,-1.0897883141548637,
2023-09-15,-0.9163651753861164,-0.9203519426899268,-0.8757027852334882,-0.8902890046255123,1.2097361121769332,1.1832139872744734,-0.9344136306703851,-0.9427253310975754,-0.9181249996162543,-0.9933395589080627,-0.06918452065592186,0.4195795123920524,,-1.037617772229828,
2023-09-18,-0.9166721648444265,-0.9368368713542022,-0.8844088918309505,-0.9265221708661847,-0.39637542465510245,-0.7685353415509651,-0.8795534043013268,-0.9093467946849618,-0.8644075380740686,-0.9572542603236718,-0.5189666137180765,-0.4662361178473638,,-1.0011576265958255,
2023-09-20,-1.0242412710362898,-1.024857874222114,-1.0316975595173061,-1.0688163495488598,0.652608682924387,0.7004021100155711,-0.9158502823639918,-0.9258533336773325,-0.8731268941504813,-0.9500194355367202,-0.7781110658548659,-1.499992756024332,,-0.9938476478588656,
2023-09-21,-1.1103211151464456,-1.1476736342707101,-1.1367305169681183,-1.166409661836398,-0.30128164201217567,-0.263428912911386,-1.0583946688624173,-1.0139897245332656,-1.020639714628937,-0.9725810745285631,-0.15291333194211998,-1.0758097199052057,,-1.016643652759881,
2023-09-22,-1.1690788974670012,-1.1781494618013413,-1.1693473234707545,-1.2081959212943112,-0.567451372078976,-0.496625336613066,-1.1561595876747295,-1.1369664855133168,-1.1258325175793722,-1.0009119200263878,0.3853814275936543,-0.5293959948608984,,-1.0452687935597949,
2023-09-25,-1.2100005922597377,-1.217384808622215,-1.2041406566227564,-1.208011840856171,-1.1050481463087498,-0.8538209914163325,-1.198019323425237,-1.1674822642409064,-1.1584989623085047,-1.0360379048268742,0.6360859542822598,-0.11262827051561303,,-1.0807596602452507,
2023-09-26,-1.2071762892432856,-1.2385536469069671,-1.181815711847834,-1.2140558152417862,-0.9524137724531246,-1.0419074327888285,-1.1978349193029885,-1.2067690452375048,-1.1933452460567404,-1.074978938425389,0.64369118739503,-0.17468539683030787,,-1.1201052057121956,
2023-09-27,-1.2352658246786608,-1.219483443452169,-1.2337103258162798,-1.1823019396625343,-0.9645460371776842,-0.9023135203651359,-1.2038895213168275,-1.2279656340542762,-1.170986325832224,-1.1172509226624643,0.05326188128469604,0.20209547686196996,,-1.162816303083819,-1.392628181998604
2023-09-28,-1.158671954830288,-1.1976150602241002,-1.2722037542722036,-1.300665661386935,0.41856375130656565,0.04076022531437804,-1.1720798102288863,-1.2088704311977885,-1.2229599161591276,-1.171412180045438,-0.6207846620146076,-1.2913467098852163,-0.8992151984458349,-1.2175401770538714,-1.3912449870456718
2023-09-29,-1.2695565471718993,-1.2221903782328345,-1.235544826849317,-1.230254893798159,-0.594336510149136,-0.782778453629238,-1.2906516608349525,-1.1869733803942575,-1.261511926239839,-1.1947821297255685,-1.0960110463884576,0.5925451888432294,-0.8972847893375429,-1.2411528892170858,-1.3847944083625285
2023-10-03,-1.2442606158071456,-1.2848756881536252,-1.2799459704963736,-1.2974749337924976,-0.796258839607224,-0.7392184277184172,-1.2201170840747348,-1.2115809145378644,-1.224797209046658,-1.2137552245628016,-1.0349975647446876,-0.7854875319868301,-0.8698303439410999,-1.260323072866127,-1.3796301655493632
2023-10-04,-1.3523823030239681,-1.3854885000012618,-1.3707693182506167,-1.3543251091049175,-0.28259881950750987,-0.32632942364514966,-1.2874553227159704,-1.2743483995254528,-1.2692659250363616,-1.2349089817514112,-0.7399638343242398,-0.6851537414765847,-0.8611319578931317,-1.2816965711620967,-1.3786261384699525
2023-10-05,-1.3059961958733108,-1.313009560874019,-1.2751887051056188,-1.2870437089645308,-0.6744370879473249,-0.6885382045847237,-1.3444054624705175,-1.3750931061430876,-1.3602274932477978,-1.2463496868779813,-0.7923454432936179,0.5641623252662613,-0.8295839816164885,-1.2932561201040265,-1.375099050400392
2023-10-06,-1.2449973905070904,-1.252909525743751,-1.2116963134198384,-1.2209281515990353,-1.3770091297015294,-1.225045971205684,-1.2770057557885308,-1.3025191533408431,-1.2645014197517517,-1.2473445308020323,-0.8097276050884228,0.5486621483296966,-0.8062689657949254,-1.2942612982728916,-1.3701497875030537
2023-10-09,-1.2951901669407935,-1.3057099614654843,-1.2794173854529571,-1.307537997744184,-1.3210035407965595,-1.279113270346543,-1.2107739418807884,-1.2423403322173716,-1.2009124015087687,-1.2654737848108313,-1.037542900372639,-0.9783778872471643,-0.7599464568220975,-1.3125788754394154,-1.367181410972981
2023-10-10,-1.279134618271176,-1.2273305128163448,-1.2265899743490691,-1.1986237385110012,-0.8440784322098287,-0.985975837733889,-1.2975360813989132,-1.2952099847833365,-1.2687365355602944,-1.250702129045703,-0.8649401787521174,0.9797936880430744,-0.731037278809845,-1.2976537745928094,-1.3571635831371025
2023-10-11,-1.1554792644638625,-1.1534828988000017,-1.1075028733909233,-1.1240711610640621,-0.8703015419786515,-0.8804075904359364,-1.1884303090682933,-1.2167277873971092,-1.2158287285109182,-1.2353309021656294,-0.45289944200217175,0.6278112493359205,-0.7043967875410919,-1.2821228744033564,-1.3452262917670572
2023-10-12,-1.1212806388081156,-1.1509888690020866,-1.097739596706626,-1.1347171464031922,-0.8316170669790276,-0.7808561815545646,-1.1137466395574744,-1.142783365490332,-1.096560393608558,-1.2117699779822197,-0.2870288153965926,-0.21980791365559074,-0.7026610808538537,-1.258317203930939,-1.3345635241837004
2023-10-13,-1.2245211936378069,-1.1740434371340405,-1.1831527210753026,-1.1610713291303205,-0.48825611026805216,-0.47620232816654395,-1.124411344627537,-1.1402860662331848,-1.086782258580009,-1.1837944338858406,-0.5731026428576776,-0.37547411288804483,-0.6946392196630023,-1.23005105533419,-1.3250288105542691
2023-10-16,-1.173745137233314,-1.1887034659461821,-1.1479862690691247,-1.1729138373173646,-1.1739398183028138,-1.3473856347102855,-1.1508118681295099,-1.163370856927309,-1.1723253698011025,-1.1672729187185877,-0.7441448110921912,-0.23200565553521701,-0.7224248461777518,-1.2133579178869918,-1.3137376401400314
2023-10-17,-1.108694071017401,-1.1470653343199988,-1.095874002435741,-1.123979120844991,-1.1286946381107466,-1.1577075665540002,-1.162675199994191,-1.1780501037803028,-1.1371053993638787,-1.1532385133614567,-0.701852899005781,0.3717155187536279,-0.7871529626864481,-1.1991777258619503,-1.3048502286747392
2023-10-18,-1.122662091370511,-1.152418373886257,-1.1678237548161983,-1.2101287658947883,-1.0073313919487583,-0.9999245396216487,-1.113654437496349,-1.1363573881335245,-1.0849138251350634,-1.13913748899156,-1.2391325503018715,-0.9669342167500706,-0.7488362671956951,-1.1849302227988208,-1.3014885097712021
2023-10-19,-1.2916597881702272,-1.2492293110419486,-1.2596109929437311,-1.2385998736605315,-0.7166314185022933,-0.5469522675181439,-1.1999555667088517,-1.1417174450756957,-1.1569730749951321,-1.144924460567614,-1.0718937534812427,-0.3982018455451515,-0.7471626012912335,-1.190777308307877,-1.3003120262757994
2023-10-20,-1.2935324238659185,-1.302759706704536,-1.2556621517370237,-1.2889458734919825,-1.0129072050537171,-1.0576588309200379,-1.2284767376166856,-1.2386552930696293,-1.2489000004864563,-1.1687918322097712,-0.8003250019114242,-0.6173904688146246,-0.733171686301539,-1.214892609555525,-1.3019279192694853
2023-10-23,-1.3061496906024659,-1.325236389883316,-1.4178755735904576,-1.4490344945282503,-1.2195341621497164,-1.2145033687527844,-1.2789112650517689,-1.292255862491345,-1.2449451496946535,-1.214292617932488,0.09703461546961048,-1.7203712162627778,-0.611418427494794,-1.2608660485734138,-1.3124477606450689
2023-10-25,-1.45052683284571,-1.4527056445548514,-1.5321121294443012,-1.5469652876190436,-0.7631558862111889,-0.8878964798050827,-1.4392813833675937,-1.3147620106746682,-1.407405437732674,-1.2701548807748861,0.9105299358445572,-1.1101353601248534,-0.5916415463668939,-1.3173085977161214,-1.3289327040806882
2023-10-26,-1.609670168033672,-1.6386021094921992,-1.6790587715143281,-1.7095083144971859,-0.06752780675630786,-0.06161661551841133,-1.5373843764040263,-1.4423983666101285,-1.5218158456781736,-1.3478326496660848,1.9189914178652503,-1.7808479617031956,-0.5534908226011026,-1.395793268133192,-1.3558429922255975
2023-10-27,-1.6701470913207639,-1.6176461761901975,-1.6238371810961365,-1.5929240370081452,-0.9493372438392341,-0.8761961658953342,-1.700213216349837,-1.6285385258746314,-1.6689861200250564,-1.415717423679922,1.6244968110212956,1.097545463696483,-0.43307678277749373,-1.4643832159505137,-1.3781902725966537
2023-10-30,-1.5936146193640521,-1.5675526752491293,-1.6155352865907002,-1.5354602602352567,-1.1816485989469863,-1.134529784601784,-1.5834239389255114,-1.607555121140789,-1.613680490054665,-1.4628126244416308,1.1654977420298045,0.4769707430057387,-0.4222170394266878,-1.5119676324801097,-1.400139485760935
2023-10-31,-1.4833747048848918,-1.5218085189556452,-1.5431191356425218,-1.5730740297619858,-0.941476038868008,-0.9260302994353682,-1.5258591187634678,-1.5573959519149,-1.6053659612246582,-1.5112313229237284,0.5003185303204589,-0.4996998166281502,-0.42930294885176246,-1.5608892949664983,-1.4243188202498385
2023-11-01,-1.5870757439020482,-1.6055410071710454,-1.594578444281094,-1.628574281861372,-1.0521807118551523,-1.0116221358988695,-1.5635390277430021,-1.5115918289545243,-1.532839603003353,-1.5603961543488591,-0.4045246471686337,-0.6847180689113381,-0.4563049207588315,-1.6105648410795308,-1.4527434174721636
2023-11-02,-1.5527236235171462,-1.5573636510747164,-1.538330777013917,-1.5401543114078426,-0.5750036972322894,-0.892138704181,-1.6191368706010543,-1.595434083282925,-1.5843772255264357,-1.5735867188775539,-0.7438593301913925,0.7983649409562852,-0.3820385461558959,-1.6238924266220527,-1.4763687652549002
2023-11-03,-1.4784321746060993,-1.4959253560528831,-1.4470721239298028,-1.480420209231222,-1.0946900848117815,-1.1155842623728838,-1.5305614238808165,-1.5471935708033804,-1.5280439571613256,-1.5639536096308428,-0.5342066981420892,0.49757416712682223,-0.43271576110971194,-1.6141592505137285,-1.4922158561930123
2023-11-06,-1.41405648519847,-1.4066573382860117,-1.3856318859419974,-1.369266304667328,-1.176476300705409,-1.2069247975102204,-1.470722286211038,-1.4856747354443656,-1.4366464211460706,-1.5146999528553473,-0.32373028622074307,1.0186570565336401,-0.3874615977932356,-1.5643939563499014,-1.5000260056625112
2023-11-07,-1.3783229122511726,-1.4063531883106561,-1.3735677096569439,-1.372364992042694,-1.00995223224588,-1.0265192915388361,-1.359372930393055,-1.3962896949598567,-1.3751126796925297,-1.4827716806678766,-0.08492319103859312,-0.14575619875831647,-0.3947281772677237,-1.5321340194929345,-1.506346651429492
2023-11-08,-1.350356172599122,-1.3814737203265663,-1.3285447012529232,-1.3497844582974488,-1.0441673327670395,-1.1377257204544933,-1.3624770664509118,-1.3959851462699604,-1.3630301434152161,-1.4558931296484627,0.1498738636302981,0.1136380644728435,-0.3904630899391231,-1.504976259323459,-1.5118050151165092
2023-11-09,-1.3455671370494824,-1.381777870301922,-1.3429408703765853,-1.3793600486920372,-0.9195211994725063,-0.9541188433653441,-1.3398568274550429,-1.3710730634364576,-1.317938616277195,-1.4278509665393133,0.06047066996686957,-0.41265919259132255,-0.386889940633594,-1.4766427996886176,-1.518169365591654
2023-11-10,-1.4103726116987487,-1.3894424496808846,-1.3733500569920059,-1.3609213248049552,-1.4403539295666432,-1.5131431013567525,-1.3694844230963723,-1.3713776121263537,-1.3323566943606928,-1.3891053487115934,-0.5533681190694515,0.0719084457936062,-0.3914803391922376,-1.437494699933413,-1.525046360481462
2023-11-12,-1.2904011313911563,-1.3310760694101427,-1.2609169089333496,-1.2994384584659977,-2.505173180669483,-2.4583302592653964,-1.3510132768511043,-1.379052239111737,-1.3628121595133045,-1.3542591637647465,-0.8910921056115049,0.5060193764614228,-0.444133026697269,-1.4022865396079507,-1.5249991121483137
2023-11-13,-1.3275468558466796,-1.3632247218052298,-1.320304993223182,-1.3497537782244258,-1.0969177893339397,-1.4577930796627654,-1.2894223000199596,-1.3206093455206727,-1.2502079038979175,-1.3353438054052478,-1.391897137981763,-0.6196362851162543,-0.46113268530415125,-1.383174692191923,-1.5295999185886808
2023-11-15,-1.2264552272251592,-1.2422946916038398,-1.217759494800214,-1.2074595995417483,-0.1499255455656667,-0.4223732748106232,-1.3398260934346684,-1.352800142042691,-1.3096863685620186,-1.3119205605149011,-0.7799703510957438,1.320218736993364,-0.3669092034624125,-1.3595081311982347,-1.5261342533522158
2023-11-16,-1.2121495184679085,-1.1315536855768626,-1.1883141985580832,-1.1523888684646884,-0.23127460722898602,-0.3241571293779171,-1.1972817069362407,-1.231711582939997,-1.206984810204842,-1.2800766724102748,-0.29968316971306413,0.43424388671016995,-0.3748696170551654,-1.3273334549895204,-1.518359540132578
2023-11-17,-1.212118819522078,-1.1736784571636147,-1.1631597691389863,-1.1728831572443417,-0.6562538610102537,-0.7191351233378721,-1.1421141403634343,-1.1208254049488229,-1.1774947023321183,-1.254468323901029,-0.14763453936092444,-0.3177335267834915,-0.39334171143977076,-1.3014590919463593,-1.513964263941409
2023-11-20,-1.1774904086246964,-1.2038197197213552,-1.1612630816302538,-1.1960772924500556,-1.2405123849273383,-1.167021799104328,-1.1626444659738167,-1.1630053984994344,-1.1523019913827681,-1.2279361917480272,-0.3074074513012552,-0.34490115024011136,-0.4130802824212781,-1.274651349174972,-1.5130074851951465
2023-11-21,-1.1530847466890426,-1.1596267283021864,-1.109306281186113,-1.1412213218841587,-1.0441579267181609,-1.0573970323198585,-1.185879385377182,-1.1931861736681386,-1.1504024173804073,-1.1961322750510652,-0.4552680764341894,0.43158926744199716,-0.44503050522869886,-1.2425170595891157,-1.5066041548451514
2023-11-22,-1.1450416228813187,-1.1617861931272109,-1.1405238919855856,-1.1237643603338279,-1.1411933958609821,-1.1064702287521049,-1.1309269569469984,-1.148935249026235,-1.0983665459386731,-1.1707015772425444,-0.5043725052832502,0.05852374567904928,-0.510410812560569,-1.2168221926475393,-1.5037220065230745
2023-11-23,-1.1177502600375493,-1.131614515571933,-1.0889713036334683,-1.129808334719443,-1.2753236436065536,-1.2422195970264498,-1.1134392993537263,-1.1510975447244969,-1.1296316655840963,-1.1388621304054363,-1.2857220943488277,-0.1742680403517528,-0.5427103887842579,-1.1846520038413646,-1.5039428924805438
2023-11-24,-1.1293237626158419,-1.1573456034870193,-1.1001026827830818,-1.1342876253808636,-1.498928509661861,-1.3797000972210123,-1.1194939013675653,-1.120886314686801,-1.0780006213887656,-1.1282697073748185,-1.4033919991352308,-0.1588074346592787,-0.5432866438158196,-1.1739495487844915,-1.5039263555639435
2023-11-28,-1.1078038015883012,-1.106248407627277,-1.0807315956037271,-1.0759954866363433,-0.7232771117482029,-0.5957573242076455,-1.123981068342289,-1.146651133852014,-1.0891489409436086,-1.1172109512548045,-1.1845134280979481,0.4628419604327373,-0.5286026958439898,-1.162775916460966,-1.5006508648684027
2023-11-29,-1.0268199824860953,-0.9920096768837081,-0.98353413409063,-0.9490413444653841,-0.6616815126280449,-0.6569593146115255,-1.0655864296301263,-1.0954869539494672,-1.0697483736735893,-1.0848074634428972,-0.46006128762819687,1.136840510044582,-0.4438351298726867,-1.1300358275322626,-1.4920315876937305
2023-11-30,-0.9458054644380565,-0.9591310645477671,-0.9465020878135674,-0.9266142110852537,1.6582632749543127,1.7445500446695419,-0.938409053319112,-0.9810984660244856,-0.9724029911919245,-1.0457998108316122,-0.20560616364388581,0.10431115707440476,-0.45272779959944204,-1.090622971027225,-1.4844328745150717
2023-12-01,-0.8932488691753663,-0.8783184160957824,-0.842122088357562,-0.8439314142871052,-0.38764764920435757,-0.648454030676977,-0.9159424844251149,-0.9481767526467162,-0.935314587309755,-1.0027639285814272,0.26380934789730964,0.6906327719447458,-0.4761260997160324,-1.0471400404187956,-1.470333971903466
2023-12-04,-0.6428375680318072,-0.6282463063583988,-0.640606813864157,-0.5868937624967954,0.6807947285232318,0.3893183380667423,-0.8331142995149682,-0.86725816574132,-0.830775736065048,-0.9250461882825617,1.642634438480756,2.37171332108939,-0.1865218127526623,-0.968614983378865,-1.4452427445847933
2023-12-05,-0.5157746312372518,-0.5300666943136093,-0.5141195222981674,-0.4836246366999245,1.0505583903008353,1.1000698318410231,-0.5756246768147064,-0.616858232908735,-0.628953783453509,-0.8315042118167829,2.5089933395508464,0.8641731485320517,-0.186748907651671,-0.8741013110904499,-1.4142372071642118
2023-12-06,-0.42868172191467413,-0.47051412913898,-0.4264365915665822,-0.43294115606521394,0.4778978211967746,0.5466910024873943,-0.4721739642330543,-0.5185499158102712,-0.5022739958861971,-0.7299768363535014,2.7103368945221398,0.36196629585608947,-0.3841885023119148,-0.7715192890358918,-1.3751167685253214
2023-12-07,-0.4399482350346543,-0.4831059381187027,-0.42727610898848173,-0.4553682894453421,-0.3026434525489707,-0.43096189947602476,-0.42140136257384614,-0.4589192823286115,-0.4144576239737545,-0.6401344357302828,2.298591193984716,-0.32444767566652094,-0.4716153991423636,-0.6807436230629386,-1.3330893761894536
2023-12-08,-0.4389044708764017,-0.443657686315081,-0.4198759183806378,-0.41348998976835777,-0.14088295012229834,-0.19656337631954196,-0.443867931467841,-0.471527598090311,-0.4152984190239814,-0.5626076699346966,1.9216313104077394,0.2783295652781175,-0.7435068876520258,-0.6024115243322113,-1.2831915927593254
2023-12-11,-0.41974832867785034,-0.43149168730085663,-0.3819421682059804,-0.3964932293133783,-0.877791898413883,-0.7672471837327814,-0.4019159936562082,-0.43202763301078606,-0.40788696635902966,-0.48586700848981246,0.9820243384437736,0.04443753757866705,-0.7838296299810076,-0.5248736958509901,-1.237128011564218
2023-12-12,-0.3870539513678235,-0.42431374788246246,-0.4171086202121583,-0.45214688177788176,-0.5817499286302057,-0.3818443150458244,-0.3848893463685583,-0.4198456854149416,-0.36989548631180263,-0.42915202228394433,-0.7366950688828017,-0.6340733366619145,-0.7315629642497962,-0.4675695654206862,-1.1954195454771053
2023-12-13,-0.4415752791636988,-0.47778331354997955,-0.4778337137294591,-0.43990553264153426,-0.4390171680572349,-0.3353003286194638,-0.44064085932848457,-0.41265833633339155,-0.40511545674902655,-0.4078739096048257,-1.3561665588051162,0.00032481071936174387,-0.7660915399501943,-0.44607041985360574,-1.1517916158558203
2023-12-14,-0.3306599878762547,-0.3190778564094215,-0.2881960560940197,-0.28260879825039836,0.2480531954572225,0.26937109706412643,-0.42837798519893217,-0.466197996017129,-0.4659329653820064,-0.3787747248263753,-0.78574306628178,1.3591051144046813,-0.7533545106060242,-0.4166689584143486,-1.099970825266533
2023-12-15,-0.22195502068864478,-0.14790225027928564,-0.18816910993674782,-0.1145126781550154,1.863772997318454,1.8565627045684505,-0.27080466273721576,-0.30728448962933663,-0.2760067057032868,-0.33267880925623317,0.3972244210787582,1.4412173278216263,-0.6849553182176707,-0.3700942074561548,-1.0450824366475582
2023-12-18,-0.13148522732465592,-0.15368109981104222,-0.10729559829389262,-0.13782953365282352,-0.537251097565829,-0.5439384130447981,-0.10241296510356272,-0.13588448695580585,-0.17582753249678837,-0.2867116904441157,0.7234486759865274,-0.327497964306305,-0.6577312116476688,-0.32364959117160896,-0.9933915789744282
2023-12-19,-0.10517623074747805,-0.1401464259077176,-0.12445906558603179,-0.11669096333968083,-0.5364995681609724,-0.5316791727118291,-0.12577082058842784,-0.14167091206383198,-0.09483094265839755,-0.24374686847421886,0.9240378984078419,0.07901361862985821,-0.6881461942841844,-0.28023845900381145,-0.9451663865377632
2023-12-20,-0.06474571908803729,-0.08664644524266539,-0.2801740007292165,-0.302581525788652,0.5212052255811905,0.12440351925543648,-0.10459508055017691,-0.128118495363455,-0.11202053035189605,-0.2301521486013803,0.7746423210945796,-1.8131407652118523,-0.42964178250454915,-0.26650251983018997,-0.9039788333236165
2023-12-21,-0.3775986760518712,-0.2719650252268393,-0.34892114961132054,-0.23821473258549353,-0.2788941429023326,-0.3278195921479011,-0.29081251000122477,-0.07454838081072834,-0.2679724418900221,-0.19918319019781652,0.30511504884059587,0.48214989000394404,-0.42712344869396784,-0.2352118619217718,-0.8611824743657525
2023-12-22,-0.21679759778903626,-0.20982718526168734,-0.18994142449408746,-0.18032143479027649,-0.21253433832333496,-0.17307125487160854,-0.22633253525484848,-0.2601098975644306,-0.33682421433626664,-0.16160562572735018,-0.44774912147498463,0.4194990751617567,-0.4522527838612559,-0.19724394903447295,-0.815018490462704
2023-12-26,-0.1742181599214225,-0.15711799453255929,-0.12962054306881257,-0.1239007805001873,-0.8171270811157874,-0.8640709954337373,-0.16833743880755703,-0.1978906002186539,-0.17760254426948577,-0.13863094885632746,-0.5651844291081999,0.40361686097047006,-0.4538759630307152,-0.17403061569727904,-0.7673921706487011
2023-12-27,-0.0928966524150736,-0.03630962432131197,-0.02617334074825188,0.007041771163820293,-0.473549460934085,-0.5943079201928114,-0.1118175753382602,-0.14511231225965673,-0.11718986288291174,-0.12103464694969923,-0.08769579772372632,1.082753521940066,-0.4199155073583031,-0.1562515268355048,-0.7170915951784771
2023-12-28,0.040551665112330854,0.04015367948308876,0.08713041797015149,0.08309767218890804,0.7917521601144855,0.490185986969086,0.019355223621483217,-0.02414557263292173,-0.01358522836067972,-0.08905307955201461,0.5599242964072835,0.5740686428391982,-0.4687692362551214,-0.12393774114806592,-0.6619256226022505
2023-12-29,0.05445828757377979,0.02120513601843339,0.08644636673749463,0.05407432310874205,-0.34029574573950516,-0.5364558648182167,0.0955448601306687,0.0524179680069614,0.09989096286234951,-0.0643329845463874,0.8535686495296192,-0.3757143751257099,-0.5008340316301719,-0.09896085861282168,-0.6133555173336037
2024-01-01,0.048379896299238695,0.06016674786148656,0.08890273252749113,0.060517138443662716,-1.4238638562970705,-1.39828870371126,0.06647047685608704,0.033444584626432704,0.0992058705992037,-0.01177058346992143,0.48727707447473073,-0.05634166624361036,-0.49548686731194813,-0.04585244955701369,-0.5666576272659732
